controller,time_s,x_m,y_m,speed_mps,yaw_rad,accel_command_mps2,steer_command_rad,speed_command_mps,cross_track_error_m,heading_error_rad,controller_update_ms,controller_iterations,controller_status,progress_m,lap_count,collision
Pure Pursuit,15.70999999999971,-46.4521793017838,-13.50406070340582,6.700189741104475,5.916363313153339,-1.40860541104475,0.10195128021173422,6.5593292,0.1924545522093772,0.05546467695770296,0.05469999999974107,0,not_applicable,99.7735749,0,0
Pure Pursuit,15.809999999999707,-45.846445445056496,-13.768931062490749,6.576412315480424,6.117385689449035,-1.1101241548042395,0.07468044318009065,6.4653999,0.2134230133347793,0.13958074660033315,0.053999999999998494,0,not_applicable,100.373416,0,0
Pure Pursuit,15.909999999999705,-45.21494083671218,-13.924366669225664,6.478863130359214,6.2994740374856395,-1.0604743035921338,0.03783331024972439,6.3728157,0.20928923624252163,0.2062524258545233,0.0577000000001604,0,not_applicable,100.9732571,0,0
Pure Pursuit,16.009999999999703,-44.57568032597388,-13.972969278570336,6.385676792858398,6.419330368612856,-1.041193928583981,0.008424935168311883,6.2815574,0.17572586818172628,0.21949768603298736,0.06609999999973581,0,not_applicable,101.5730983,0,0
Pure Pursuit,16.10999999999972,-43.94444863682336,-13.937983080188726,6.294184666642632,6.483942127240842,-1.025788666426326,0.003383864220627756,6.1916058,0.1293309146478179,0.18657190318014027,0.06649999999996936,0,not_applicable,102.1729394,0,0
Pure Pursuit,16.209999999999734,-43.32741248294858,-13.84963640031478,6.204046236554957,6.511387474691602,-1.011039365549573,0.014071446225065072,6.1029423,0.09517198859562351,0.12438831802334871,0.0708000000000375,0,not_applicable,102.7727805,0,0
Pure Pursuit,16.30999999999975,-42.724784308649795,-13.729571529537777,6.1152038617557,6.534891745607226,-0.9954676175569954,0.030534500738086338,6.0156571,0.0840104666555137,0.0653397701816214,0.05710000000025417,0,not_applicable,103.3726217,0,0
Pure Pursuit,16.409999999999766,-42.13559444280039,-13.589114318127008,6.027729812581117,6.559226884025254,-0.6085221258111684,0.052554653357731435,5.9668776,0.08590626854559627,0.013618036694497349,0.060100000000229414,0,not_applicable,103.9724628,0,0
Pure Pursuit,16.50999999999978,-41.55771111235335,-13.430737287788501,5.974257561532248,6.599908366256594,-0.12037261532247712,0.07131119778950502,5.9622203,0.09716067267885684,0.015688744181131753,0.05659999999974019,0,not_applicable,104.5723039,0,0
Pure Pursuit,16.609999999999797,-40.991101800171926,-13.243916348007712,5.963680140543073,6.688769064320123,0.2685925945692702,0.06642390217388817,5.9905394,0.1174750973879941,0.008919777471931845,0.05699999999997374,0,not_applicable,105.172145,0,0
Pure Pursuit,16.709999999999813,-40.441125476494214,-13.012404515606912,5.974038186027987,6.802460043391969,0.6988161397201331,0.04294340459061594,6.0439198,0.131318085261681,0.06381984236441607,0.05600000000027805,0,not_applicable,105.7719862,0,0
